#GEN	TIME		EVAL	BEST		AVG		STDDEV		WORST

365	19.18		3660000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
366	19.25		3670000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
367	19.29		3680000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
368	19.34		3690000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
369	19.39		3700000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
370	19.44		3710000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
371	19.49		3720000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
372	19.55		3730000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
373	19.59		3740000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
374	19.65		3750000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
375	19.70		3760000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
376	19.75		3770000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
377	19.80		3780000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
378	19.85		3790000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
379	19.90		3800000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
380	19.94		3810000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
381	20.1		3820000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
382	20.6		3830000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
383	20.11		3840000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
384	20.16		3850000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
385	20.20		3860000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
386	20.26		3870000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
387	20.31		3880000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
388	20.35		3890000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
389	20.41		3900000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
390	20.45		3910000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
391	20.50		3920000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
392	20.55		3930000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
393	20.61		3940000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
394	20.66		3950000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
395	20.70		3960000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
396	20.75		3970000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
397	20.81		3980000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
398	20.87		3990000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
399	20.92		4000000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
400	20.98		4010000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
401	21.3		4020000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
402	21.9		4030000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
403	21.13		4040000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
404	21.16		4050000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
405	21.19		4060000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
406	21.22		4070000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
407	21.26		4080000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
408	21.30		4090000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
409	21.38		4100000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
